,index,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,Z
270,270,2,2,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,0.450563907784153
271,271,8,6,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,0.6960230154509541
272,272,2,5,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,-0.1618181474207432
273,273,4,6,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,-1.808796307222218
274,274,8,6,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,-0.1049970718312214
275,275,4,6,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,-0.6834353507537962
276,276,4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,-0.6657546643408381
277,277,3,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,-0.11162768814114545
278,278,4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,-1.4903030148149636
279,279,4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,-0.07269837105731154
280,280,4,6,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,1.6600801928300135
281,281,6,5,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,-0.7397737793746743
282,282,6,3,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,0.7140555377388663
283,283,3,4,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1,0.1758570242286325
284,284,5,4,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,-2.2202167880595405
285,285,2,5,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,0.33818593828605503
286,286,7,6,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0,0.5182858517628677
287,287,7,4,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,-0.4270418058406
288,288,7,4,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,-0.523373765565591
289,289,7,4,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,0.09474444702741057
290,290,2,5,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,-1.582204363835971
291,291,9,4,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,-0.25839355873981906
292,292,4,5,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,1.879101303787754
293,293,7,6,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,-1.0241935713079073
294,294,8,6,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,-0.3753883469617141
295,295,7,5,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,1.3864883040385023
296,296,6,4,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,0.34623081239254205
297,297,8,6,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,-0.671292702544001
298,298,8,6,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,-0.6150093299972716
299,299,6,5,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0,0.057401944022391814
300,300,6,5,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,0.30501939722030724
301,301,6,5,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,0.6143171177715192
302,302,3,6,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,1.5184048182829635
303,303,3,6,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,-0.5249351067916719
304,304,6,5,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0,-1.0415160862922985
305,305,1,4,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,-0.3416990741454399
306,306,7,4,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,1.1239617211764763
307,307,3,4,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,-0.9915437463206888
308,308,2,4,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,-0.6761491641140401
309,309,2,4,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,1.1391660925604856
310,310,7,4,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,-1.4270694595328297
311,311,6,3,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,-1.8752217847638226
312,312,2,4,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,-0.21721501373129007
313,313,6,5,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,0.22181320797106163
314,314,4,4,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,2.032388803467909
315,315,3,4,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,-0.4745178922505437
316,316,4,5,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,0.3059418463660915
317,317,4,4,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,1.1541648582709607
318,318,6,5,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,-0.8933872623789555
319,319,5,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,-0.5175673148700382
320,320,6,3,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,0.5944855261711435
321,321,1,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,-1.6153223345244923
322,322,6,5,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,0.9175645483863182
323,323,3,5,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,0.5701212349621076
324,324,6,5,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,0.7655394139676164
325,325,1,4,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,0.8421177622924776
326,326,5,4,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,1.120273690859981
327,327,6,5,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,-1.5396632218151092
328,328,6,5,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,-0.4008731015223808
329,329,4,3,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,2.9654579692266623
330,330,3,3,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,1.1851213043318303
331,331,7,4,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,1.3744758796351713
332,332,4,4,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,-1.4695827598619173
333,333,1,4,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,1.3379659070609873
334,334,2,3,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,-0.14377305742074964
335,335,4,3,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,-0.08489988167163132
336,336,7,4,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,0.2045466518209601
337,337,6,3,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,-2.7754185309746755
338,338,8,6,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,-0.8674028459596926
339,339,2,4,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,2.143988609413475
340,340,2,5,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,0.44207697896355624
341,341,8,6,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,0.2637245065548137
342,342,6,3,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,0.2901045873364563
343,343,8,6,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,-0.14556241418418484
344,344,6,3,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,-0.5426141896612476
345,345,2,2,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,-1.2272256451095056
346,346,1,4,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,0.8785694941215673
347,347,5,4,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0,-1.892164779841271
348,348,3,4,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0,1.1482726608284788
349,349,5,4,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,-0.5459351955445305
350,350,5,4,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,-0.43342600783113333
351,351,4,4,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,0.5381424038076996
352,352,7,4,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,0.37546529762905406
353,353,7,4,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,-0.9268991741421898
354,354,7,4,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,1.0306621828487126
355,355,4,4,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,-0.4060186769853639
356,356,4,4,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,0.9182288007790382
357,357,6,3,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,-0.12139834587627565
358,358,6,3,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0,-1.351697869657187
359,359,1,4,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,1.662374859780626
360,360,6,5,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,1.3450324688520114
361,361,4,3,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,0.2594270200176959
362,362,7,4,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,-0.8584992891705615
363,363,4,3,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,-1.1389794473759691
364,364,6,5,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,0.049621435861652095
365,365,6,5,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,-0.36056163138893227
366,366,4,5,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,-0.22907582679966834
367,367,4,5,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,1.3359335191633634
368,368,6,5,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,0.9389743981375634
369,369,4,5,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,-0.03764379278276987
370,370,7,4,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,0.013069091249913574
371,371,3,4,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,1.1935367027116988
372,372,4,5,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,0.1261216148124958
373,373,5,4,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0,-1.5434141690903473
374,374,6,5,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,-0.7127795312251868
375,375,6,5,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,0.15684273253099748
376,376,8,6,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,1.21938594443031
377,377,2,2,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,-0.23590672898405873
378,378,6,5,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,-0.8664412404544479
379,379,4,5,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0,1.171244538955761
380,380,5,4,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,-0.4414846650137219
381,381,8,6,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,1.1785607694084588
382,382,8,6,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,1.0138022364290482
383,383,9,6,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,0.610665903318889
384,384,8,4,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,-1.2293150331006422
385,385,2,4,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,0.6995493953500624
386,386,3,4,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,-2.013459837291156
387,387,5,5,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,1.2523555130451494
388,388,6,4,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,1.1118759637057674
389,389,7,4,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,0.29966796773673754
390,390,7,4,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,1.3075860887664355
391,391,8,6,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,-0.18415333193479275
392,392,1,3,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,2.409353523568427
393,393,2,4,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,-0.07484823863825364
394,394,6,5,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,-0.5295379319005397
395,395,4,5,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,-2.258858582593427
396,396,4,3,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,-0.760246582079578
397,397,5,6,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,0.5038042760827489
398,398,1,2,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,-1.0007885680631776
399,399,9,5,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,0.4660011468110245
400,400,9,5,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,0.2369491029551145
401,401,3,4,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,0.1555583735637664
402,402,9,9,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,-0.41793788178829655
403,403,8,6,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,-0.9304216854938379
404,404,2,4,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,2.0976621333414056
405,405,2,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0,0.4920653872681567
406,406,6,5,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,-1.2061739144554553
407,407,4,5,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0,-2.4756367822118217
408,408,4,3,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,0.9198164503638224
409,409,1,4,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,0.2527320612045493
410,410,6,3,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,-0.9922145025349159
411,411,7,4,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,0.9706846027404776
412,412,9,4,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,0.19446453735577993
413,413,7,5,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,-1.401541486681075
414,414,5,4,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,-0.8591061287331143
415,415,8,6,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,1.2657139443835774
416,416,6,3,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,1.1333317534433456
417,417,6,5,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,1.1128472469050648
418,418,2,4,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,-0.7781744131063648
419,419,2,5,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,0.5773987252452832
420,420,8,8,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,-1.0837234227042294
421,421,2,4,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0,0.64495737668076
422,422,8,6,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,-0.251105737810968
423,423,1,3,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,-0.6189934757813794
424,424,8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,-0.02446549191469435
425,425,2,2,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,-0.7881464455792322
426,426,8,6,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,1.16525705641129
427,427,2,4,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,2.1914437190130687
428,428,1,3,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,-0.7298164297903598
429,429,3,4,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,-0.6298001955202684
430,430,7,4,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,-0.4321942694683773
431,431,1,3,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,-0.3221083711603814
432,432,8,6,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0,2.702147181222325
433,433,2,4,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,-0.4890882286304654
434,434,1,4,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0,1.2625574034854627
435,435,2,5,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,0.9410677828965197
436,436,8,6,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,-0.30484469119371493
437,437,8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,-1.1929917136669246
438,438,2,5,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,-1.492953122460357
439,439,1,3,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,0.5641655970567921
440,440,5,4,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0,-0.18766968054389285
441,441,8,6,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,0.9980317793095405
442,442,6,5,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,1.4159614356190937
443,443,1,2,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,1.0957727251559477
444,444,2,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,0.15367929228114044
445,445,5,5,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0,0.5343343067129337
446,446,6,5,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,-0.27696068080380676
447,447,3,4,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,-0.0601475265499704
448,448,7,4,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,-1.1040239176163076
449,449,7,4,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,-1.006476832810461
450,450,4,5,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,0.170378280791825
451,451,1,4,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,0.8648028090284529
452,452,7,4,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,-0.15369227445808142
453,453,4,5,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,1.3932964450793555
454,454,3,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,2.167516472837296
455,455,3,4,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,-0.35219412654182347
456,456,2,4,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,-0.9811786241502048
457,457,1,4,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,1.333571645656403
458,458,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,-0.6585172995371767
459,459,7,4,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,1.9392089770521033
460,460,2,5,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,-0.6069220621839216
461,461,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,-0.8824634135356927
462,462,1,4,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,1.321452933821777
463,463,6,5,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,-0.23330248101224746
464,464,6,4,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,1.8320924543576624
465,465,2,2,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,-0.18070142273428133
466,466,6,5,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,-0.40460315710891953
467,467,3,4,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,-1.986322014849649
468,468,6,5,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,1.5703422797450168
469,469,6,3,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,0.35590882200352225
470,470,5,4,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0,-0.042687119471969695
471,471,4,3,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,0.02990763702209876
472,472,8,3,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,0.30399560440059276
473,473,9,4,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,1.075111056269416
474,474,4,3,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,-0.9446752010506684
475,475,2,5,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,0.6748485054807981
476,476,4,3,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,-0.53709767647556
477,477,4,3,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,0.37279775670655146
478,478,7,4,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,2.021397584719225
479,479,7,4,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,0.3577524971945598
480,480,9,9,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,0.24795867362565352
481,481,4,3,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,-0.025665795335799116
482,482,3,4,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,-1.6458737241323664
483,483,8,6,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0,0.2787285327604653
484,484,2,5,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,-0.4179020248190585
485,485,2,4,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,-1.3673155091724227
486,486,5,4,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,1.407284108827061
487,487,5,4,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,0.6890659077304252
488,488,4,4,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,-0.11072833530305445
489,489,4,4,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,-0.7143261324442381
490,490,4,4,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,-0.22389713932740496
491,491,4,4,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,1.33898947318595
492,492,1,3,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,0.8631094265523551
493,493,1,3,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,0.3690063398809872
494,494,6,6,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,0.6658362823388719
495,495,6,6,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,-0.2952505043733192
496,496,4,5,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,0.7750358438373646
497,497,3,4,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,1.3424121529765587
498,498,6,5,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,0.7999016571608304
499,499,7,5,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,-0.787983991997985
500,500,8,6,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,-0.23271834778226172
501,501,7,5,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,1.4935299516159024
502,502,4,4,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,-0.08484368338120275
503,503,2,4,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,-0.6211008864998161
504,504,4,3,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,0.8287107029135975
505,505,1,2,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,-0.9479247535465898
506,506,1,2,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0,-0.1909309208810674
507,507,2,4,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,0.7303229424950191
508,508,1,2,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,-2.226406329564247
509,509,5,4,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,0.6471104679072438
510,510,6,5,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,-0.9410097113452816
511,511,8,6,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0,2.275358084709451
512,512,4,3,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44,0.5636942717303639
513,513,2,4,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,-0.6518152320602092
514,514,7,4,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16,0.9263140613470989
515,515,1,4,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0,-0.5864823103313405
516,516,6,3,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0,-0.0733784281805293
517,37,7,4,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,-0.021990169836795883
518,235,8,6,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48,1.4083506942058648
519,72,5,4,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0,0.4038291229776448
520,144,2,5,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77,-0.11117505595384468
521,129,2,5,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,0.2754025411079083
522,508,1,2,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,-2.226406329564247
523,390,7,4,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,1.3075860887664355
524,281,6,5,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,-0.7397737793746743
525,178,2,5,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,0.019344972778378954
526,276,4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,-0.6657546643408381
527,254,6,3,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,-1.9895492198018176
528,357,6,3,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,-0.12139834587627565
529,468,6,5,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,1.5703422797450168
530,252,6,5,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,-0.6637103591156103
531,490,4,4,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,-0.22389713932740496
532,398,1,2,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,-1.0007885680631776
533,215,4,4,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,1.0277703746724658
534,503,2,4,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,-0.6211008864998161
535,478,7,4,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,2.021397584719225
536,86,1,2,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0,-1.6027180628271613
537,141,1,2,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,0.55,-0.1449731302318844
538,393,2,4,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,-0.07484823863825364
539,7,8,6,91.5,145.4,608.2,10.7,8.0,86,2.2,0.0,0.0,-0.038756791190536356
540,319,5,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,-0.5175673148700382
